id,director
77625,josh becker
11489,william cameron menzies
71787,ludwig berger
71788,tim whelan
58047,charles finch
126951,simon langton
94069,steve sekely
5629,freddie francis
38883,arnaud desplechin
82804,dominic anciano
82805,ray burdis
232235,thomas michael donnelly
17633,rob marshall
736,menno meyjes
2963,nicolas cage
30270,richard whorf
95550,avi nesher
80118,michael coldewey
552106,michel lemire
45572,ruggero deodato
3230,todd louiso
1461,george clooney
118873,c. b. harding
26472,steve guttenberg
1287732,feng xiaogang
8557,fernando meirelles
8559,kátia lund
56195,ole christian madsen
80548,steven schachter
587,edward james olmos
17280,romuald karmakar
70862,richard thorpe
196769,jonathan wacks
83791,michael d. moore
39058,julien duvivier
66739,jonathan liebesman
56937,andré heller
56938,othmar schmiderer
995584,martina kudlácek
107301,nico mastorakis
52837,perry henzell
116641,james neilson
35208,coline serreau
71943,reggie rock bythewood
20024,amos gitai
74647,keith fulton
106537,louis pepe
51534,lucky mckee
112995,john boulting
29504,basil dearden
68113,ryû murakami
40599,robert day
70069,hans alfredson
70937,tony aboyantz
15425,neil young
923,dean stockwell
35525,richard t. heffron
35325,eric till
29705,jerry belson
236540,mikael ekman
95168,slava tsukerman
43553,jerzy skolimowski
10017,charlton heston
31894,ettore scola
157437,james burrows
79464,joe layton
9956,chris marker
101750,pierre de moro
1068466,roger graef
37833,víctor erice
106565,stephen weeks
92690,elliott hong
1494582,tom kennedy
217908,ian sharp
145352,yılmaz güney
235013,serif gören
5561,antonio margheriti
90661,robert j. rosenthal
142007,steve trenbirth
89411,lee hirsch
87554,im kwon-taek
71307,laetitia colombani
97026,john luessenhop
1198091,john henry davis
74878,tay garnett
4951,robert dalva
67619,guy green
123401,michael gordon
1081758,mark wilkinson
109587,neil hunter
109586,tom hunsinger
1011,susanne bier
91389,mars callahan
1081892,mark moskowitz
51845,martin bell
42461,matthew irmas
131925,dover koshashvili
6413,danny huston
165752,fielder cook
1027145,andrew j. smith
641437,alex smith
131474,tom graeff
84023,jeffrey reiner
116181,kim tae-gyun
58403,glen morgan
71329,jonas åkerlund
1061523,rakhshan bani-etemad
3376,hal kanter
20921,monte hellman
65481,valentine davies
126462,james hill
39743,henry levin
26875,hideo nakata
20660,carlos reygadas
57962,mort nathan
133471,vilgot sjöman
10346,robert bresson
24011,jia zhangke
2632,chris rock
71548,peter sollett
1185691,damian pettigrew
37186,josée dayan
56342,shinichiro watanabe
9612,ed solomon
58189,justin lin
16848,rob zombie
113290,wiebke von carolsfeld
53477,austin chick
70573,paul hunter
1214860,linda mendoza
20030,jacques perrin
1012,anders thomas jensen
76559,sam jones
31903,henry winkler
86164,mitch davis
22151,malcolm mowbray
143491,gérard lauzier
150181,john erman
1491995,rick de oliveira
2876,matt dillon
77883,jordan melamed
89576,jeffrey blitz
74638,karen moncrieff
6949,john malkovich
54607,bahman ghobadi
146811,miles swain
86378,alfredo de villa
67813,baltasar kormákur
60473,stan lathan
1027168,joel silberg
107168,stephen kijak
143589,angela christlieb
585280,kristen coury
946395,aj schnack
20587,emanuele crialese
7,andrew stanton
60243,rob schmidt
23287,andrew jarecki
130300,aluizio abranches
15287,niki caro
94096,george sherman
937129,jean-xavier de lestrade
13594,joseph barbera
13620,william hanna
100890,abe levitow
30706,lionel jeffries
95111,dziga vertov
10092,robert j. flaherty
148000,steve yeager
86290,derek jarman
2559,henri-georges clouzot
21839,david drury
226326,lucas reiner
86437,john eng
80273,scott roberts
292876,bryan lewis
151092,eric eason
1194410,julia montejo
169182,jesus nebot
126855,pavel lungin
131770,jed weintrob
932363,mariano barroso
100036,d.w. griffith
46997,alan gibson
73656,monica stambrini
25236,johnnie to
58052,wai ka-fai
75725,robert connolly
132268,john kirsh
6603,jack cardiff
8429,clark l. paylow
67593,leslie megahey
1205756,patrick gilmore
55018,karim aïnouz
7588,aleksandr rogozhkin
233281,eitan gorlin
125544,tim fywell
96693,yolanda garcía serrano
125068,juan luis iborra
51600,clare kilner
131196,jordan susman
63973,matteo garrone
25854,lucas belvaux
24555,kei kumai
6767,larry charles
57030,gregor jordan
18342,todd graff
88875,antonio serrano
15602,fernando león de aranoa
38572,gavin grazer
132200,duncan gibbins
132375,sandra werneck
7191,david webb peoples
87543,senkichi taniguchi
1001719,phillip j. bartell
1038004,alan brown
1066115,brian sloan
1264018,erich müller
24264,craig ferguson
230167,julie lopes-curval
47640,clark johnson
144536,shinsuke sato
1061573,dana brown
139898,arthur borman
50141,alan ari lazar
226325,karl slovin
64214,leonard kastle
57048,casey la scala
57607,stephen chow
72205,shari springer berman
72206,robert pulcini
19026,paul hough
130709,delphine gleize
82346,jonathan prince
198945,lynn roth
81799,andré de toth
70636,gabriel axel
54148,gonzalo suárez
29700,david winters
135796,jay craven
95501,yasujirō ozu
1201090,sherman alexie
70864,robert hamer
11558,eugène lourié
139537,william gazecki
56113,james robinson
73645,christian frei
1119816,anand patwardhan
319627,michael benson
110351,j.t.s. moore
131456,vicky funari
1019839,julia query
3056,jeremy thomas
64901,gordon chan
140434,vladimír michálek
88832,kyle rankin
998842,efram potelle
127823,agustín díaz yanes
110395,helen stickler
1168924,gabrielle baur
145022,diego lerman
105882,neema barnette
947014,alan hruska
27449,emilio martínez lázaro
132973,ben coccio
568406,paul f. ryan
16847,eli roth
82482,greg pritikin
62342,adam mason
51373,larry peerce
3028,bruce a. evans
84047,howard storm
57239,jeff lieberman
3950,len wiseman
107395,nick willing
1667420,tom piozet
160,eytan fox
6980,émile gaudreault
90,isabel coixet
63447,david hillenbrand
63452,scott hillenbrand
41788,nicolas philibert
21768,sylvain chomet
85917,stephanie black
78751,ashutosh gowariker
22562,frank beyer
52208,joe massot
91483,peter clifton
72667,gilles mimouni
23858,harley cokeliss
66274,richard tuggle
85840,alan rafkin
93406,elem klimov
43,john fawcett
21705,simon moore
116406,edward montagne
1040117,john trent
239051,gene cajayon
2975,laurence fishburne
123163,jeffrey porter
143280,norman mailer
97966,john 'bud' cardos
1905256,ron casden
240033,jean-pierre denis
42319,michael karbelnikoff
1016489,eric byler
84830,lab ky mo
17867,tom mccarthy
40508,james cox
52576,josé padilha
10040,felipe lacerda
89113,john robert hoffman
23799,uwe boll
981142,mark decena
1213124,richard day
40304,jacques nolot
29922,marcus nispel
3290,peter hedges
43652,takashi yamazaki
61952,aaron blaise
61949,robert walker
40440,todd stephens
59670,jane anderson
127491,claude lanzmann
143312,william reilly
1058,bob gale
58837,mark frost
26128,brian clemens
97774,alfred e. green
97017,sidney lanfield
133210,stuart urban
8949,peter fonda
97015,john rawlins
129796,mark rucker
1275303,trace fraim
96199,liz garbus
233474,robert capelli jr.
52056,jeffrey wolf
21807,billy ray
110337,kim bartley
110338,donnacha o'briain
119367,robert cary
1048445,philip boston
16225,rolf schübel
19359,marina de van
7018,richard curtis
55968,rodolphe marconi
230987,nathaniel kahn
1110343,lauren lazin
77523,steve anderson
5133,bo welch
131295,yee chin-yen
560042,henri xhonneux
550104,scott hamilton kennedy
34949,lucy walker
134328,alexandra pelosi
1489544,aaron lubarsky
74697,alberto cavalcanti
232937,cheryl dunye
11572,carl theodor dreyer
82413,jack conway
32133,charles brabin
71786,rex ingram
108106,fred niblo
1098541,j.j. cohn
2991,robert wiene
41222,arthur allan seidelman
1213083,michael lessac
32640,bernt amadeus capra
10921,charles laughton
1532,bill murray
77162,rodrigo garcía
129552,thornton freeland
232629,max reinhardt
9730,jean cocteau
583343,tian zhuangzhuang
30293,arthur rosson
8841,donald crisp
21305,lloyd bacon
11493,leslie howard
232669,marcel camus
544158,russell degrazier
105764,thomas riedelsheimer
70221,christian carion
47517,roy boulting
81273,yasuzô masumura
145684,nicolás echevarría
70558,mark jones
931555,hiroyuki yamaga
581169,barry l. young
39167,richard friedman
88149,ron mann
88750,tom gilroy
19000,wayne kramer
56210,pablo trapero
1109747,charles atlas
550044,jonathan karsh
62116,bille woodruff
1009328,a. dean bell
16785,peter webber
557818,jonathan kesselman
78118,vadim perelman
107736,john henderson
6884,patty jenkins
552208,sue brooks
83046,jean-claude brisseau
116791,joan churchill
56214,nuri bilge ceylan
1082114,timothy bjorklund
66823,joseph kahn
77273,siddiq barmak
1931,george axelrod
57396,dennis feldman
26510,eugene levy
51910,david green
96071,bretaigne windust
1002061,caspar wrede
59410,bob odenkirk
22007,brad mirman
5763,jacques tati
121402,louis j. gasnier
42082,robert fiore
29907,phil karlson
97355,michael laughlin
8262,l.q. jones
45091,coleman francis
565524,chatrichalerm yukol
148839,clarence g. badger
20218,eric bress
20219,j. mackye gruber
127936,chris stokes
69737,c. jay cox
86194,james sbardellati
86195,peter merwin
88837,larry blamire
591413,suzanne de passe
1042875,joseph b. vasquez
84552,rory kelly
87214,allan burns
88148,gordon parks jr.
119059,tony cinciripini
106540,william crain
101743,bob kelljan
117350,dale resteghini
19850,catherine hardwicke
8630,erich von stroheim
105036,theodore gershuny
56377,bent hamer
149916,manuel boursinhac
94037,bruno bozzetto
76864,luis estrada
145175,albert parker
107629,greg pak
17764,charles s. dutton
57405,jeff schaffer
4780,wolfgang becker
91727,lisa gottlieb
76998,james marsh
201393,cliff owen
563341,nir bergman
1085919,james ronald whitney
2165,rosanna arquette
15217,zack snyder
36778,kai s. pieck
77269,john crowley
18823,dagur kári
301013,helmut schleppi
70287,will finn
80671,john sanford
74683,matthew ryan hoge
234818,christopher erskin
77062,damian nieman
144082,julie bertuccelli
17862,alex steyermark
43979,david saperstein
85203,damian lee
26635,frank strecker
89669,a. edward sutherland
59023,stewart raffill
16157,tina hirsch
150971,david burton morris
112215,paul jay
876,jonathan hensleigh
88309,julián hernández
3055,david mackenzie
85716,robert c. ramirez
1373071,david c. thomas
42952,michael burke
21031,alejandro agresti
992858,tapio piirainen
552028,herman shumlin
21771,daniela thomas
1418,albert maysles
1477,charlotte zwerin
139002,david maysles
229294,mark kitchell
35320,cornel wilde
8501,nunnally johnson
72913,morten arnfred
56401,jan kounen
76978,masaki kobayashi
7649,arthur hilton
35468,amber benson
19528,vincent sherman
4163,donna deitch
13779,stuart millar
1546276,david snedeker
227851,jonathan kahn
1033607,andrew gallerani
139080,stu pollard
1046935,kim longinotto
1068111,ziba mir-hosseini
584537,shirley sun
130106,melissa painter
31900,michael vejar
101238,michael reeves
45996,ryûhei kitamura
998745,carlos marcovich
1121299,joseph brooks
144063,victor heerman
23880,steven seagal
1006073,ray brady
987282,glen goei
42274,nick hurran
554314,jérôme boivin
1217013,paul lazarus
96449,clara law
1187223,dmitriy vasilev
74566,yves simoneau
70235,marco tullio giordana
227703,tanit jitnukul
65843,mihalis kakogiannis
38250,james b. clark
23946,roger young
147310,francisco j. lombardi
110879,roko belic
80568,jesse hibbs
20023,youssef chahine
20027,idrissa ouedraogo
78615,phil roman
94011,bill melendez
141978,olli saarela
67478,janet greek
67576,jesús salvador treviño
1153,john a. alonzo
38131,sergey bondarchuk
3078,david byrne
58112,richard speight jr.
1484539,jed mortenson
59832,hal e. chester
143635,cyril frankel
939308,joel demott
1043784,gerardo vera
11379,mark peploe
77101,edward buzzell
157730,greg yaitanes
17700,christian zübert
26479,s. s. wilson
26475,brent maddock
544818,michael rubbo
99242,lorene machado
90064,victor halperin
101520,john gilling
100296,peter sasdy
91788,ubaldo ragona
91789,sidney salkow
141130,shigehiro ozawa
584527,jimmy wang yu
43896,jeff probst
2798,walter ruttmann
66601,hiroyuki nakano
73150,paul wendkos
1081559,marc singer
985403,vincent pereira
6345,edward lachman
65994,andrew lau
66718,alan mak
543568,kim jee-woon
130140,sam green
130141,bill siegel
100891,david monahan
1096377,pavel chukhray
58614,sabu
74643,stefan avalos
112249,lance weiler
53212,david jacobson
66086,mary agnes donoghue
605481,serge bourguignon
4617,andreas dresen
64883,kang je-gyu
65242,jack perez
3395,lasse spang olsen
123558,jean-françois pouliot
228568,gough lewis
1018069,christine fugate
21475,john putch
126774,per fly
553709,kim moon-saeng
41704,jack pollexfen
89157,bernard l. kowalski
12715,jeff gillen
48805,alan ormsby
27920,charles frend
19744,john korty
64950,charles swenson
12178,hiroyuki okiura
5707,lili fini zanuck
21440,dick maas
94218,roy del ruth
97202,kenji mizoguchi
108523,harrie geelen
11161,tom savini
143385,fred c. newmeyer
1903,alan arkin
40192,marc connelly
209970,muffie meyer
1002594,ellen hovde
40378,george mccowan
131405,james w. horne
11118,george pollock
79925,herbert wise
12080,conrad vernon
73832,jessy terrero
74259,brian dannelly
183760,harry thomason
53925,jared hess
89749,george b. seitz
1278762,peter webb
1095994,ron judkins
13663,robert shaye
93975,lewis allen
151135,geneviève jolliffe
33062,curtis bernhardt
143558,ted wilde
143559,j.a. howe
183,kouji morimoto
16136,hiroyuki kitakubo
83762,yasuomi umetsu
110676,atsuko fukushima
110679,hiroyuki kitazume
110684,takashi nakamura
110687,manabu oohashi
1382280,hidetoshi ômori
1550028,katsuhiro ôtomo
30696,janice karman
12327,joseph m. newman
72402,jane wagner
1131742,bakhtyar khudojnazarov
33026,harold s. bucquet
57492,morgan spurlock
14567,clifford odets
7324,pan nalin
100131,garson kanin
110588,conrad rooks
261224,brian desmond hurst
30561,jun fukuda
21183,nicolas winding refn
57633,rawson marshall thurber
56474,shona auerbach
69938,chris delaporte
69940,pascal pinon
940694,howard brookner
74631,zev berman
144195,christoffer boe
60220,will vinton
586015,laurent firode
57022,josef fares
56501,michael spierig
56502,peter spierig
15872,martyn burke
69359,mark achbar
125677,peter wintonick
82171,john m. stahl
222545,pekka parikka
23945,gérard pirès
142865,jean vigo
22987,heiner carow
238714,robert frank
238716,alfred leslie
10516,john g. blystone
83399,h. c. potter
577599,h.c. potter
60168,emmanuel goldstein
90641,robb moss
120937,paul barnett
120938,unsu lee
1151553,david salle
1107939,imogen kimmel
29765,marvin j. chomsky
141007,louis schwartsberg
639,pieter jan brugge
55710,adam mckay
54597,joe nussbaum
68770,mark rosman
5872,joshua marston
37915,david greene
116133,hubert cornfield
2090,kirk douglas
113601,jerzy hoffman
150347,john dower
4586,pitof
50460,michael mayer
587376,paula van der oest
41285,kirsten sheridan
19328,dick powell
33377,ray taylor
151162,agustí villaronga
12733,ladislao vajda
104583,stephen c. apostolof
110496,jan egleson
50300,john farrow
94880,irving reis
78996,antonio hernández
20213,nicholas kazan
131122,isidro ortiz
563813,alex ollé
563814,carlos padrissa
2261,martin stellman
1614225,james anderson
34751,ray enright
93587,daryl duke
212687,daniel calparsoro
197458,theodore j. flicker
133635,david l. cunningham
1011158,florent-emilio siri
234844,jackie kong
1285799,richard ray perez
1437435,joan sekler
151502,bruce bilson
1077512,cy howard
3151,jack lemmon
82255,peter israelson
51313,michael o'herlihy
1125474,graeme rattigan
80727,frank tuttle
205298,eric weston
5367,zach braff
152275,david lane
64423,patrick leung
50757,marcus adams
55251,asif kapadia
81107,toshiaki toyoda
80651,kim sang-jin
143284,jeff balsmeyer
67941,hatsuki tsuji
240295,jean-pierre limosin
96166,john curran
37876,peter tewksbury
16002,gene nelson
152646,russ mayberry
171170,john quinn
51962,bill cosby
4112,paul henreid
302339,lance rivera
1216735,paul abascal
224214,john bradshaw
1216741,jan eliasberg
55259,paul rodríguez
21037,prince
82579,kevin tenney
17649,alexander witt
119665,gregory jacobs
1157339,enid zentelis
41378,kerry conran
2689,jeff nathanson
11090,edgar wright
88939,donald g. jackson
256221,eric louzil
944544,marc fusco
129992,duncan roy
51767,gene fowler jr.
135650,melvin van peebles
46912,steve latshaw
65630,rob letterman
76546,ricky schroder
78600,jordan roberts
76624,shane carruth
4910,michael clancy
49358,richard moore
72343,jørgen leth
137680,jamie johnson
23684,bruce w. smith
17108,jonathan caouette
68020,omar naim
223895,james redford
23883,eric small
1049309,leonardo defilippis
20310,takashi shimizu
1219158,scott smith
36086,peter richardson
2127,james wan
84934,patrick paulson
65677,don mancini
35770,yash chopra
70651,stephen hillenburg
29808,robert florey
209972,robert stone
116805,paul feig
3893,david s. goyer
110575,joseph mealey
110576,michael shoob
58093,don mcguire
66262,reverge anselmo
145797,jack haley jr.
252878,bud friedgen
385451,michael j. sheridan
83905,richard murphy
145968,richard boleslawski
100593,joe may
55379,yann samuell
3248,david o. selznick
3006,toni kalem
93396,jacob tierney
29123,paul wegener
29168,carl boese
98043,maurice tourneur
931194,george melford
89674,benjamin christensen
1153824,burton king
98019,wallace worsley
14473,rupert julian
14281,alan crosland
9607,grigori aleksandrov
13899,g.w. pabst
122969,edward sedgwick
100027,jean epstein
48055,paul leni
94180,charles reisner
226631,richard rosson
99460,t. hayes hunter
116186,lowell sherman
34170,frank r. strayer
88648,robert n. bradbury
99325,stuart walker
253716,thorold dickinson
10610,gregory ratoff
99667,alexander hall
33414,gunther von fritsch
48566,alf sjöberg
13802,dudley nichols
29625,peter godfrey
142297,compton bennett
213471,teinosuke kinugasa
14293,frank launder
90370,herbert j. biberman
150977,edvin laine
134430,robert lewis
103589,arthur crabtree
15705,joseph pevney
543946,hall bartlett
96159,richard wilson
31764,edward l. cahn
100985,edward dein
217729,vincent j. donehue
43789,seth holt
99121,arch hall sr.
32012,robert enrico
227311,nanni loy
57641,dino risi
138076,ray dennis steckler
101528,don sharp
86659,peter glenville
33727,kaneto shindô
3849,tage danielsson
90694,gillo pontecorvo
33841,leslie stevens
15671,fred coe
104764,eliot elisofon
83698,king hu
88571,harold p. warren
11720,jiří menzel
82461,seijun suzuki
67919,ray goossens
21491,haruyasu noguchi
138006,frederick wiseman
24530,rené goscinny
24531,albert uderzo
60680,lee payant
1190421,leonid gayday
120552,hy averback
32831,giulio petroni
588758,jaromil jireš
39463,sergio sollima
89166,noriaki yuasa
95462,donald cammell
268271,marek piwowski
233493,fernando arrabal
98838,vladimir motyl
11993,dalton trumbo
56033,enzo barboni
545675,claude jutra
27014,jan troell
30678,al adamson
57639,tonino valerii
43304,richard blackburn
19460,saul bass
95224,ivan dixon
240189,jeong chang-hwa
26157,harold pinter
33821,jorge grau
58499,h.b. halicki
80202,steve peterson
229297,peter davis
210193,jean-charles tacchella
109086,d'urville martin
57542,henri gruel
57543,pierre watrin
100117,francis giacobetti
19333,dick richards
138416,kazuhiko yamaguchi
270361,aleksey german
49923,frank d. gilroy
133004,narciso ibáñez serrador
532227,arturo ripstein
10713,eric idle
99436,chang cheh
175885,richard c. bennett
164641,george kaczender
1018959,robert s. fiveson
1380238,ira wohl
75214,ted bafaloukos
78652,monty diamond
6284,kay pollak
212239,alan j.w. bell
1146734,arnold schwartzman
112886,jan gissberg
139056,stig lasseby
15196,david hemmings
146919,mori masaki
82234,bruce gowers
254182,wilford leach
68738,clive a. smith
111492,alan johnson
37633,jean becker
134733,richard dembo
35479,john blanchard
97710,charles e. sellier jr.
134306,kevin sullivan
52121,héctor olivera
175676,patrick kelly
44955,lamberto bava
63920,jim wheat
63921,ken wheat
932916,ricky lau
103474,emmett alston
125796,rauni mollberg
57290,pino van lamsweerde
586734,evelyn purcell
126620,ross mcelwee
81825,don jurwich
141619,claes eriksson
67259,ching siu-tung
95066,sergei parajanov
80247,stephen chiodo
13493,colin chilvers
238647,jerry kramer
1170399,jim blashfield
67752,james dearden
146095,yang feng-liang
87213,philip ridley
231756,sandy tung
8349,martin sheen
588957,radha bharadwaj
83142,carl colpaert
37850,fax bahr
37872,eleanor coppola
81913,lam nai-choi
583988,trent harris
150207,jeffrey hornaday
141618,anders eriksson
1078813,cynthia scott
35927,alain corneau
235417,karen shakhnazarov
47634,john strickland
105199,joe finley
548474,wong jing
13861,frank pierson
253085,goran marković
71466,arnold glassman
1057662,todd mccarthy
1057663,stuart samuels
130367,raymond lee wai-man
22323,colin nutley
1505909,miguel rey
94085,bobby gene leonard
77947,michael schroeder
1229085,mandie fletcher
64992,hou hsiao-hsien
909,billy weber
1182532,warren leight
132350,stephen cornwell
42002,yurek bogayevicz
931778,clarence fok
174678,linda hassani
83996,bradford may
56477,michael schaack
1017996,peter mccarthy
568711,tom stern
168330,ben lewin
76408,shoji kawamori
22159,martin clunes
163198,holly dale
96855,takashi ishii
114678,markku pölönen
61950,tab murphy
555254,yoshifumi kondô
73121,gisaburō sugii
85919,peter kuran
118355,lee lik-chi
28399,michael cooney
76367,kjell sundvall
213379,srđan dragojević
10948,frank a. cappello
28283,buddy giovinazzo
29078,rod hardy
213449,jarmo lampela
71950,diarmuid lawrence
1596334,paul chart
51966,ken blakey
85,johnny depp
116018,matthew barney
36146,joseph merhi
56956,michael cohn
941820,john tintori
992965,mary cybulski
126303,eric steven stahl
58829,darrell rooney
933875,adam park
43222,michael grossman
64190,p.j. pesce
75510,craig monahan
11641,scott spiegel
10847,santiago segura
113594,jef van de water
4090,shirley maclaine
72620,dan rosen
18185,skip woods
127429,erik gustavson
936169,michael snow
70109,benny chan
1060257,lawrence o'neil
4918,peter thorwarth
35267,boyd kirkland
1484637,nettie wild
108344,larry williams
155598,leslie libman
30870,dave payne
92657,scott sanders
17277,lodge kerrigan
239551,nobuo nakagawa
21737,marc rothemund
25467,toshiya fujita
93561,aleksi mäkelä
78747,mani ratnam
1082623,ryuichi takamori
72445,turi meyer
151084,perttu leppä
34928,toshihiko masuda
77921,hideaki anno
77923,kazuya tsurumaki
148011,jari halonen
1260700,jari halonen
75296,angela mcpherson
75297,karan monkhouse
35736,karan johar
88448,roy frumkes
125037,tonie marshall
90657,david mallet
1048448,tony silver
5125,fatih akin
87429,michel ocelot
78107,takashi koizumi
64163,kimble rendall
151083,matti ijäs
84554,grant gee
83524,shinobu yaguchi
1148665,stephen metcalfe
146977,vince offer
98464,adrian edmondson
1132116,robert j. siegel
8256,anne heche
1700852,terry l. noss
147702,douglas mccarthy
131331,max makowski
80957,aleksi vellis
185995,michael walker
104926,peter liapis
54525,jaume balagueró
146428,krzysztof krauze
107563,shunya ito
132812,jonathan parker
89465,james riffel
87322,aku louhimies
34920,curt geda
71056,lou ye
69991,pen-ek ratanaruang
42804,sanjay leela bhansali
36185,jean de segonzac
1039158,josh aronson
122348,guy jenkin
148097,kunihiko ikuhara
69290,higuchinsky
1148,jerzy stuhr
85637,béla tarr
107858,ágnes hranitzky
4275,alain chabat
87055,karen disher
937124,guy moore
1048458,saul metzstein
33036,roland suso richter
239073,moisés kaufman
144014,gakuryû ishii
225499,j. mills goodloe
10099,park chan-wook
102560,guel arraes
70703,teddy chan
91659,harry bromley davenport
223275,kate davis
10230,hannes stöhr
46366,shusuke kaneko
141197,michael bafaro
176484,marc munden
22463,maría lidón
1170415,lawrence blume
982586,andré turpin
113736,giordano gederlini
57199,mark mylod
261347,alberto sciamma
3115,andrzej sekula
91046,allan mindel
573606,ademir kenović
2065,david schneider
1004922,drew daywalt
111083,keith snyder
81078,györgy pálfi
40506,ulrich seidl
19837,sijie dai
78916,farhan akhtar
63429,kwak jae-yong
87780,cho jin-gyu
38549,david debartolomé
46802,george ratliff
71280,michael dowse
77723,tony mcnamara
305273,matthias x. oberg
130987,daniela féjerman
130988,inés parís
59848,jean-baptiste andrea
69400,fabrice canepa
80047,lee demarbre
57617,jeffrey lau
54974,josé henrique fonseca
67075,sion sono
92410,anders nilsson
44070,enki bilal
69416,bradley raymond
1007551,antonio mercero
96657,lee chang-dong
23116,leander haußmann
79437,ben sombogaart
88862,johanna vuoksenmaa
61357,geoffrey sax
11275,stephen fry
145623,jang sun-woo
112340,ron krauss
81104,robert parigi
28249,peter chung
56338,andrew r. jones
56340,takeshi koike
56341,mahiro maeda
109891,klaus härö
57125,greg marcks
93560,paul morrison
16919,olivier dahan
69867,hugo rodríguez
29605,mikael håfström
96902,a.w. vidmer
31073,kenta fukasaku
101432,john dullaghan
1072046,travis wilkerson
148348,minna virtanen
47059,gerardo herrero
35735,nikhil advani
78173,hiroyuki morita
16973,icíar bollaín
80577,tomek baginski
71049,li yang
72496,yôji yamada
81220,dante lam
51034,brett sullivan
126939,pål øie
107630,william phillips
109070,kenneth bowser
969801,tero molin
969806,tommi lepola
76936,yojiro takita
2,mark hamill
81355,yukihiko tsutsumi
121873,debra granik
227732,david a. cross
72952,grant harvey
106549,takahisa zeze
73088,peter dalle
1321054,erik smith meyer
584335,daniel burman
73663,elizabeth gill
99203,toshiya shinohara
7727,phil tippett
102561,jorge furtado
1285005,andy humphries
67925,kazuhisa takenôchi
57214,prachya pinkaew
77965,morten tyldum
231537,bob smeaton
255283,frank cvitanovich
43993,christophe barratier
63477,ryan little
15459,byambasuren davaa
15460,luigi falorni
15461,jiska rickels
640,chris kentis
54526,paco plaza
190339,ian iqbal rashid
82418,erik van looy
957,matthew vaughn
68519,andrey zvyagintsev
72034,jacob aaron estes
120871,sergio arau
71203,andrés wood
225952,vikram jayanti
78268,ryuichi hiroki
31652,dan ollman
31653,sarah price
137442,pyotr buslov
933761,jon shenk
946122,megan mylan
15574,brad mcgann
41530,nick love
106491,mark griffiths
19236,michael schorr
53384,zana briski
53385,ross kauffman
19416,ondi timoner
589479,bryan poyser
113370,eric chaikin
113371,julian petrillo
39861,marcus mittermeier
55420,william arntz
55421,betsy chasse
70212,kazuaki kiriya
110203,deb ellis
110211,denis mueller
223418,jeremy earp
1184450,sut jhally
96200,alan peterson
80172,marty callner
9046,chazz palminteri
42712,tony giglio
1029145,rodrigo bellott
55499,scott derrickson
1004120,matthew tabak
58573,nicole kassell
12624,niels mueller
60860,shainee gabel
131186,tetsuya nakashima
19509,jessica yu
74062,marcos siega
93019,adam bhala lough
83455,charles marquis warren
1442,jerry garcia
177437,sam seder
6835,walter bernstein
253065,bill krohn
366325,myron meisel
92994,julian richards
92443,lynne littman
146150,joyce chopra
66091,winfried bonengel
11013,dan harris
69593,michael j. bassett
545021,moshé mizrahi
228086,marek koterski
70100,shinji aramaki
55006,olle hellbom
109356,adolfo aristarain
95528,pablo berger
65278,sun zhou
24757,sylvio tabet
28385,dušan milić
40260,otar iosseliani
557134,ousmane sembene
21684,bong joon-ho
134136,gordon flemyng
5192,marco kreuzpaintner
3722,hans weingartner
58324,jean-françois richet
93214,steven quale
66571,mitch rouse
92905,rick stevenson
142857,çağan irmak
1042113,philip j. jones
96748,mark brian smith
1449347,tony montana
103393,jacques becker
22636,james yukich
149091,joseph anthony
4001,simon callow
91518,robert jan westdijk
663866,jane weinstock
53357,rob green
89796,si-myung lee
550886,peter cohen
65934,vincent kok
1174060,elliot greenebaum
1197567,andrew horn
73161,frank nissen
112078,robert shallcross
10943,francis lawrence
49605,ekachai uekrongtham
64998,pauly shore
233331,arthur barron
53339,maria von heland
23430,timur bekmambetov
307791,matthew parkhill
213549,rebecca cammisa
1081891,rob fruchtman
90139,erik gandini
107668,katsuhito ishii
581423,lloyd kramer
97000,eric armstrong
213337,ondřej trojan
41671,nimród antal
229931,asghar farhadi
1222235,christina wayne
72891,amando de ossorio
38576,al corley
77441,darren grant
1116801,sue corcoran
107147,petra epperlein
107148,michael tucker
5714,carlos saldanha
192,morgan freeman
57436,christopher leitch
566987,vanessa parise
1064376,jason miller
16601,william mesa
183055,rob weiss
112117,carlos diegues
2319,maria de medeiros
12515,josé ferrer
90864,charles grosvenor
104021,ricou browning
19939,keren yedaya
86255,sebastián cordero
5369,george c. wolfe
74396,tomas alfredson
77709,bo arne vibenius
5917,ernie barbarash
589163,mink
279107,peter lynch
936887,päivi hartzell
68905,jang joon-hwan
68554,jannik johansen
146745,joe maggio
7312,angela robinson
11011,zak penn
239605,ágúst guðmundsson
4645,barbara albert
97959,dennis donnelly
85309,kihachi okamoto
92831,herman yau
1843,thomas jahn
168782,don mcbrearty
80488,michael gramaglia
80489,jim fields
77063,min byung-chun
187,tensai okamura
92733,adam elliot
1134304,judy irving
2293,frank miller
90426,dana brown
52609,breck eisner
139558,josh sternfeld
1515861,jeff kramer
95134,james william guercio
142449,frédéric back
130405,gary preisler
124390,michael haussman
70980,robert pirosh
105084,cirio h. santiago
235647,bae yong-kyun
53333,john hillcoat
29494,nicolas gessner
58677,norio tsuruta
